time_bucket,avg_total_collateral_base,avg_total_debt_base,avg_available_borrows_base,avg_current_liquidation_threshold,avg_ltv,sampled_user_count,account_data_call_count,user_state_observed,user_state_age
2025-04-17 00:00:00.000 UTC,43650700.11047351,37742181.9625812,2768463.1120511647,0.87555625,0.8458375,5,9,True,0.0
2025-04-18 00:00:00.000 UTC,38320452.86772051,30635945.27870996,4990392.3333026385,0.8899999999999999,0.8675,2,134,True,0.0
2025-04-19 00:00:00.000 UTC,43038756.80568336,34045641.27542144,5778953.22093285,0.8644164383561643,0.8379712328767124,3,74,True,0.0
2025-04-20 00:00:00.000 UTC,41135606.96232452,32905959.398748755,5349118.50412073,0.8642,0.83765,2,73,True,0.0
2025-04-21 00:00:00.000 UTC,46625396.69067967,27552997.974301916,10662802.785100734,0.8571872628726287,0.8321813008130081,12,172,True,0.0
2025-04-22 00:00:00.000 UTC,31713515.75512874,17723308.10989106,7942664.63441829,0.8214822922125564,0.7908132864086573,26,164,True,0.0
2025-04-23 00:00:00.000 UTC,34431481.16273044,21718175.46184112,7072937.72768199,0.8442299999999999,0.81312,8,72,True,0.0
2025-04-24 00:00:00.000 UTC,144594084.5654761,81467171.90928401,34059450.76042148,0.8320000000000001,0.8030000000000002,5,7,True,0.0
2025-04-25 00:00:00.000 UTC,24283901.332110245,19423030.79136308,3160237.16158399,0.87,0.8466666666666666,2,3,True,0.0
2025-04-26 00:00:00.000 UTC,47093746.805320896,38325215.130592115,5347094.116809048,0.9027843137254902,0.8810980392156863,4,89,True,0.0
2025-04-27 00:00:00.000 UTC,70064941.77179919,62589191.614102244,2571204.2336710114,0.95,0.93,4,5,True,0.0
2025-04-28 00:00:00.000 UTC,118368277.60690074,74177086.07135153,23115921.74998836,0.8916666666666666,0.8695833333333334,6,9,True,0.0
2025-04-29 00:00:00.000 UTC,47330099.763487466,28622974.81317842,10317941.098121816,0.855,0.83125,5,10,True,0.0
2025-04-30 00:00:00.000 UTC,12818286.786853565,9979603.009590138,1717775.75406504,0.7876530612244899,0.7620739795918368,6,121,True,0.0
2025-05-01 00:00:00.000 UTC,57549348.21681565,31063875.38951516,14594311.890300227,0.808,0.7760125,5,8,True,0.0
2025-05-02 00:00:00.000 UTC,114842135.72984512,70713640.94192316,23172650.8358915,0.8433583333333333,0.808125,5,7,True,0.0
2025-05-03 00:00:00.000 UTC,23874606.622651506,19095987.784503117,3107396.2304424,0.8899999999999999,0.8675,2,2,True,0.0
2025-05-04 00:00:00.000 UTC,47947365.78081531,38350206.86659689,6240843.30956135,0.95,0.93,1,1,True,0.0
2025-05-05 00:00:00.000 UTC,115044820.13483427,76383732.59286954,20299706.621277656,0.9026666666666667,0.8804333333333334,3,4,True,0.0
2025-05-06 00:00:00.000 UTC,89938407.98695105,49258508.24025968,21862416.467061717,0.8615124999999999,0.8374645833333334,6,173,True,0.0
2025-05-07 00:00:00.000 UTC,47952049.97655871,38353464.77294725,6241941.70525235,0.95,0.93,1,1,True,0.0
2025-05-08 00:00:00.000 UTC,37688110.50295999,21556161.51090722,8780808.469410356,0.8633101637362637,0.8377843659340659,57,209,True,0.0
2025-05-09 00:00:00.000 UTC,43476573.88723551,28321155.785943396,8268468.0216513835,0.889206734006734,0.865780260942761,33,221,True,0.0
2025-05-10 00:00:00.000 UTC,59834605.3669946,49955151.91475945,5021525.968318509,0.8945523809523809,0.8654595238095238,12,124,True,0.0
2025-05-11 00:00:00.000 UTC,66208209.0342362,52951603.9806122,8622030.42122747,0.95,0.93,1,1,True,0.0
2025-05-12 00:00:00.000 UTC,86179143.22393249,39508177.17806637,27383284.061040763,0.810625,0.7815541666666667,7,13,True,0.0
2025-05-13 00:00:00.000 UTC,47880809.64908272,32259238.1113602,8656135.850564716,0.558039264354067,0.5435545753588517,22,56,True,0.0
2025-05-14 00:00:00.000 UTC,37786394.833647005,22498469.397111177,8545924.2637443,0.5607166666666666,0.5399166666666667,6,10,True,0.0
2025-05-15 00:00:00.000 UTC,19051154.197451167,15521412.96223897,1462344.1739251788,0.32845520833333336,0.32029236111111115,7,25,True,0.0
2025-05-16 00:00:00.000 UTC,63069602.520158105,46123616.25683656,8680319.102356289,0.8456,0.8138833333333334,8,15,True,0.0
2025-05-17 00:00:00.000 UTC,63069602.520158105,46123616.25683656,8680319.102356289,0.8456,0.8138833333333334,0,0,False,1.0
2025-05-18 00:00:00.000 UTC,20677086.78595862,18700024.060834005,498214.9508251895,0.8496775,0.8195225,11,19,True,0.0
2025-05-19 00:00:00.000 UTC,46792670.97987057,19828024.942371696,17745811.153154977,0.8108733333333333,0.7670533333333334,6,9,True,0.0
2025-05-20 00:00:00.000 UTC,15686142.704453079,13824164.824437885,759712.3150621769,0.8689285714285714,0.84675,7,145,True,0.0
2025-05-21 00:00:00.000 UTC,24594014.97438619,8066634.174185431,10872770.944831371,0.8128125313283208,0.7762889724310778,11,33,True,0.0
2025-05-22 00:00:00.000 UTC,22639036.85949763,7432816.405186487,9917213.001858354,0.8204633333333333,0.78655,8,14,True,0.0
2025-05-23 00:00:00.000 UTC,35073686.32721533,27690700.17059803,3567011.4187464565,0.84027,0.8159858823529411,8,76,True,0.0
2025-05-24 00:00:00.000 UTC,16785698.078972634,14916100.206427408,692920.6209663817,0.8566666666666668,0.8333333333333334,4,7,True,0.0
2025-05-25 00:00:00.000 UTC,20919209.924511164,6167924.854705087,9678394.161459649,0.8070833333333334,0.7741666666666667,3,8,True,0.0
2025-05-26 00:00:00.000 UTC,119928238.1840933,96557659.98395601,10356159.861149626,0.8303125,0.796825,4,5,True,0.0
2025-05-27 00:00:00.000 UTC,67673434.3372,23866487.223219916,27978979.29110409,0.7850666666666667,0.7407333333333334,3,4,True,0.0
2025-05-28 00:00:00.000 UTC,119321953.11821616,45827183.57489209,45931398.37301614,0.7995,0.769,1,1,True,0.0
2025-05-29 00:00:00.000 UTC,117236820.2538083,85928793.85284612,19544492.967144124,0.8956999999999999,0.8725200000000001,6,137,True,0.0
2025-05-30 00:00:00.000 UTC,137440987.08920118,104648176.04120709,17889947.830926225,0.8528708333333332,0.8233083333333333,8,100,True,0.0
2025-05-31 00:00:00.000 UTC,24909935.840857428,9629131.000762738,9447826.267031929,0.8575645833333333,0.831265625,5,136,True,0.0
2025-06-01 00:00:00.000 UTC,112031559.87883312,102075995.0348943,2108796.1648403653,0.87,0.8466666666666667,7,81,True,0.0
2025-06-02 00:00:00.000 UTC,51032911.7997655,31846924.166513436,11272076.111262668,0.8734999999999999,0.849175,2,5,True,0.0
2025-06-03 00:00:00.000 UTC,203459377.6352795,187747941.38371167,1469279.817098267,0.8549999999999999,0.8370000000000001,5,6,True,0.0
2025-06-04 00:00:00.000 UTC,30049404.368123684,11806925.835818702,11478357.60904034,0.5332666666666667,0.5166000000000001,3,5,True,0.0
2025-06-05 00:00:00.000 UTC,84496228.4274009,72754362.0155743,4880340.859168199,0.875975,0.851225,6,35,True,0.0
2025-06-06 00:00:00.000 UTC,25223892.06126495,10209129.57217106,9566149.07640934,0.8507171957671957,0.8272251322751322,5,66,True,0.0
